X	Y	Species	Type	Diam	Height	ParamG1
147	92	ABCO	Adult	1.6	0	0
146	91	ABMA	Adult	3.5	0	0
146	91	ABMA	Adult	3	0	0
159	38	ABCO	Adult	91	0	0
159.5	39	PICO	Adult	78.5	0	0
155	22	ABMA	Adult	92.6	0	0
145	34	ABMA	Adult	8.9	0	0
156	23	ABMA	Adult	49.5	0	0
159	27	PICO	Adult	5	0	0
137	26	ABMA	Adult	69.5	0	0
134	20	ABMA	Adult	29.4	0	0
132	19.5	ABMA	Adult	53.2	0	0
128	22	ABMA	Adult	31.1	0	0
128	26	ABMA	Adult	60.1	0	0
122	28	ABMA	Adult	23.5	0	0
122	23	ABMA	Adult	7.1	0	0
122	26	ABMA	Adult	7.7	0	0
159	45	ABMA	Adult	13.8	0	0
145	42	ABMA	Adult	87.3	0	0
143	43	ABMA	Adult	47.3	0	0
153	42	ABCO	Adult	9.8	0	0
129.5	50	ABMA	Adult	3	0	0
121	58	ABMA	Adult	2.6	0	0
119	51	ABMA	Adult	1.4	0	0
128	56	ABCO	Adult	5	0	0
127	56	ABCO	Adult	15.6	0	0
133	83	ABCO	Adult	44.7	0	0
156	79	ABMA	Adult	25.9	0	0
126	58	ABCO	Adult	7.1	0	0
123	59	ABCO	Adult	1.4	0	0
140	55	ABCO	Adult	3.1	0	0
140	41	ABMA	Adult	1.6	0	0
124	56	PIMO	Adult	12.8	0	0
135	75	ABCO	Adult	18.1	0	0
143	83	ABCO	Adult	63.5	0	0
139	72	ABMA	Adult	85.7	0	0
141	53	ABCO	Adult	2.2	0	0
133	88	ABMA	Adult	13.6	0	0
101	87	ABMA	Adult	19.1	0	0
134	91	ABMA	Adult	4.5	0	0
104	82	ABMA	Adult	21.1	0	0
107	84	ABMA	Adult	23.8	0	0
112.5	83	ABCO	Adult	19.8	0	0
102	82	ABMA	Adult	17	0	0
145	68	ABMA	Adult	2.2	0	0
128	93	ABCO	Adult	8.8	0	0
146	69	ABMA	Adult	6.3	0	0
156	64	ABMA	Adult	74.2	0	0
130	68	ABMA	Adult	123.1	0	0
129	87	ABMA	Adult	29.8	0	0
129	91.5	ABMA	Adult	54.7	0	0
141	62	PIMO	Adult	9	0	0
103	76	PIMO	Adult	70.4	0	0
88	79	ABMA	Adult	11.5	0	0
150	60	ABMA	Adult	11.1	0	0
114	87	ABMA	Adult	13.8	0	0
148	60	ABMA	Adult	81.5	0	0
97	90	ABMA	Adult	3.4	0	0
156	62.5	ABMA	Adult	35.5	0	0
86	75	ABMA	Adult	9.3	0	0
156	62	ABCO	Adult	71.2	0	0
110	76	ABMA	Adult	81.6	0	0
110	78	ABMA	Adult	26	0	0
115.5	78	ABCO	Adult	41.5	0	0
121	88.5	ABMA	Adult	40.1	0	0
120	76	ABCO	Adult	98.9	0	0
89	79	PIMO	Adult	1.6	0	0
124	94	PIMO	Adult	19.5	0	0
112.5	81	ABCO	Adult	35.7	0	0
100	76	ABCO	Adult	124.9	0	0
113	61	ABCO	Adult	6.9	0	0
116	63	ABMA	Adult	9.8	0	0
111	65	ABMA	Adult	13.6	0	0
116	60	ABMA	Adult	84.7	0	0
87	68	ABMA	Adult	11	0	0
109	35	ABCO	Adult	18.8	0	0
94	63	ABCO	Adult	3.4	0	0
87	67	ABCO	Adult	33.8	0	0
89	51	ABCO	Adult	18.1	0	0
95	54	ABMA	Adult	12.1	0	0
97	53	ABMA	Adult	38.9	0	0
97.5	53.5	ABMA	Adult	11.7	0	0
