X	Y	Species	Type	Diam	Height	ParamG1
35.744	27.754	CADE	Adult	20.6	0	0
6.132	57.536	QUCH	Adult	0.6	0	0
47.462	16.248	ABCO	Adult	18.6	0	0
7.699	56.11	QUKE	Adult	23	0	0
62.45	1.459	ABCO	Adult	51.2	0	0
21.022	42.887	QUCH	Adult	0.7	0	0
29.913	34.024	CADE	Adult	9.7	0	0
9.324	54.683	QUCH	Adult	0.2	0	0
6.136	58.126	QUCH	Adult	0.9	0	0
33.882	30.408	CADE	Adult	11.8	0	0
21.085	43.319	QUCH	Adult	1	0	0
26.549	37.897	CADE	Adult	7	0	0
20.568	44.146	CADE	Adult	100.7	0	0
25.923	38.834	PILA	Adult	19.7	0	0
55.834	9.489	ABCO	Adult	21.2	0	0
30.679	34.8	CADE	Adult	10.3	0	0
51.259	14.445	ABCO	Adult	7.2	0	0
28.114	37.732	CADE	Adult	5.6	0	0
26.451	39.55	QUKE	Adult	18.5	0	0
33.426	32.985	CADE	Adult	19.5	0	0
25.882	40.799	QUKE	Adult	24.3	0	0
61.69	5.414	CADE	Adult	23.6	0	0
32.455	34.848	CADE	Adult	10.2	0	0
26.867	40.52	QUKE	Adult	17.8	0	0
31.799	35.603	CADE	Adult	9.1	0	0
52.621	14.808	CADE	Adult	39.6	0	0
19.481	48.076	QUCH	Adult	2	0	0
19.543	48.014	QUCH	Adult	0.4	0	0
53.241	14.528	ABCO	Adult	0.8	0	0
45.806	22.161	ABCO	Adult	60.6	0	0
33.174	34.821	QUKE	Adult	43.1	0	0
42.385	25.695	ABCO	Adult	3.6	0	0
27.493	40.813	PILA	Adult	15.2	0	0
30.716	37.817	CADE	Adult	5.9	0	0
37.935	30.598	CADE	Adult	11.4	0	0
28.079	40.468	CADE	Adult	3.3	0	0
31.44	37.234	CADE	Adult	8	0	0
36.313	32.559	PILA	Adult	8.7	0	0
10.958	57.914	QUCH	Adult	1	0	0
62.998	5.888	CADE	Adult	25.3	0	0
9.696	59.275	CADE	Adult	16.6	0	0
8.307	61.074	QUKE	Adult	25	0	0
35.576	33.89	ABCO	Adult	4	0	0
36.808	32.856	CADE	Adult	6.6	0	0
32.501	37.206	ABCO	Adult	12.8	0	0
30.297	39.437	CADE	Adult	1	0	0
30.772	39.444	CADE	Adult	4.6	0	0
32.447	37.981	CADE	Adult	9.6	0	0
8.26	62.182	CADE	Adult	5.3	0	0
23.463	47.093	ABCO	Adult	60	0	0
35.099	35.697	CADE	Adult	5.3	0	0
31.821	39.159	CADE	Adult	8.3	0	0
70.154	1.037	CADE	Adult	53.4	0	0
1.723	69.511	CADE	Adult	15.7	0	0
43.453	27.809	PILA	Adult	45	0	0
26.754	44.763	CADE	Adult	95.7	0	0
37.768	33.763	CADE	Adult	6.4	0	0
38.013	33.518	CADE	Adult	2.2	0	0
56.624	14.921	CADE	Adult	22.4	0	0
37.103	34.655	PILA	Adult	38.2	0	0
55.805	16.023	ABCO	Adult	7.8	0	0
50.873	20.955	CADE	Adult	12.3	0	0
15.47	56.372	CADE	Adult	6.4	0	0
45.023	27.003	CADE	Adult	1.6	0	0
31.247	40.878	CADE	Adult	5.1	0	0
37.76	34.365	PILA	Adult	16.6	0	0
35.233	37.062	PILA	Adult	10.8	0	0
56.666	15.798	QUKE	Adult	34.7	0	0
56.222	16.426	QUKE	Adult	27.6	0	0
37.483	35.349	PILA	Adult	17.5	0	0
